neighborhood,sqft,bedrooms,bathrooms,lot_size_sqft,year_built,stories,garage_spaces,has_basement,has_porch,renovated_last_10yrs,fireplace,condition_score,distance_to_downtown_km,crime_index,school_rating,walk_score,property_tax_annual,vacant_lot_nearby,sale_price
Cody Rouge,653.0,3,2.5,2723.0,1940,2.0,1.0,1,1,1,0,4.7,12.96,80.3,3.5,47.9,2045.0,0,12000.0
Greenfield,1311.0,2,2.0,3730.0,1948,1.5,0.0,1,0,0,1,,6.99,91.0,,41.5,1513.0,0,12000.0
Warrendale,544.0,3,1.0,3892.0,1961,1.0,0.0,1,1,0,0,4.2,10.9,56.1,5.2,27.8,2732.0,0,12000.0
Grandmont-Rosedale,1570.0,2,2.0,6092.0,1933,1.0,2.0,1,1,0,0,6.3,8.38,61.0,4.8,80.3,1757.0,0,132291.0
Grandmont-Rosedale,1391.0,3,1.5,3708.0,1946,1.0,1.0,1,1,0,0,6.4,22.12,29.1,5.9,48.4,934.0,0,60981.0
Greenfield,829.0,4,1.0,3777.0,1939,1.5,1.0,1,1,0,0,6.4,11.72,69.7,6.1,41.0,1371.0,1,12000.0
Indian Village,480.0,3,1.5,4104.0,1947,1.0,1.0,1,1,1,0,7.1,13.62,62.0,8.9,35.8,1616.0,0,233727.0
Corktown,1074.0,4,1.5,7994.0,1962,1.5,1.0,1,1,1,0,5.7,3.06,55.1,5.7,62.9,1593.0,0,384205.0
Boston-Edison,1077.0,4,2.5,6329.0,1971,1.0,1.0,1,1,0,1,4.1,7.4,55.6,6.7,42.3,1528.0,0,193120.0
Jefferson-Chalmers,1898.0,2,1.0,8855.0,1943,1.0,1.0,1,1,0,0,4.2,3.65,69.9,7.0,51.9,1509.0,0,118142.0
Bagley,1446.0,3,2.5,3512.0,1917,1.0,2.0,1,1,0,0,5.8,8.72,69.1,4.2,43.4,2253.0,0,72295.0
Warrendale,1325.0,5,1.0,7480.0,1941,1.0,0.0,1,0,0,0,3.7,10.96,60.8,5.1,50.0,2145.0,1,12000.0
Jefferson-Chalmers,1210.0,5,1.0,5242.0,1936,1.0,0.0,1,1,0,0,3.9,6.93,69.1,4.8,43.6,2481.0,0,12000.0
Boston-Edison,1929.0,3,1.5,3092.0,1944,2.0,1.0,1,1,0,1,6.6,10.35,48.0,6.0,43.3,1114.0,0,255127.0
Corktown,1722.0,2,2.0,4574.0,1899,2.0,0.0,1,1,0,0,6.6,12.3,40.7,7.0,55.9,2587.0,0,294338.0
Russell Woods,523.0,3,1.5,4958.0,1891,2.0,0.0,1,1,0,0,3.6,5.94,65.5,4.6,38.9,1647.0,0,12000.0
Morningside,713.0,3,1.5,3274.0,1897,1.0,0.0,1,1,0,0,8.2,12.43,55.5,2.4,67.2,2402.0,0,12000.0
East English Village,1371.0,3,2.5,6917.0,1967,2.0,1.0,1,1,1,1,7.8,12.0,52.1,2.8,50.2,1382.0,0,83397.0
Warrendale,2229.0,4,1.0,6348.0,1912,1.0,1.0,1,1,1,0,8.2,9.04,63.5,6.6,42.0,1444.0,1,118733.0
Sherwood Forest,1437.0,4,1.0,1980.0,1946,1.0,1.0,1,0,0,0,6.1,8.05,63.4,6.9,52.5,1799.0,0,114407.0
Bagley,1978.0,4,2.0,2554.0,1921,1.0,2.0,0,1,0,0,4.5,8.0,53.4,6.6,52.9,2837.0,0,155552.0
Indian Village,480.0,1,2.0,2268.0,1951,1.5,0.0,0,1,0,0,6.5,7.68,62.6,8.2,56.4,1570.0,0,102921.0
Brightmoor,1455.0,1,1.5,5505.0,1959,1.0,2.0,1,0,0,0,1.3,9.25,78.0,3.0,54.8,2633.0,0,12000.0
West Village,1699.0,3,1.0,3680.0,1922,2.0,1.0,1,1,0,0,4.6,3.82,65.3,6.8,75.8,1723.0,0,281583.0
Greenfield,1879.0,3,1.0,4483.0,1935,1.0,1.0,0,1,0,0,2.3,3.38,73.6,4.7,53.1,1783.0,0,12000.0
Lafayette Park,752.0,2,2.5,5637.0,1932,1.0,0.0,1,1,0,0,6.2,0.5,72.3,6.9,70.1,1477.0,0,93290.0
Warrendale,1108.0,3,1.5,7848.0,1982,1.0,1.0,1,1,0,0,5.4,12.98,98.6,5.0,43.0,1317.0,0,12000.0
Cody Rouge,1654.0,3,1.0,4627.0,1952,2.5,1.0,1,0,1,0,4.8,13.2,94.1,3.2,50.1,1118.0,0,23605.0
Palmer Woods,1150.0,3,2.0,5154.0,1907,2.0,0.0,0,1,0,0,9.6,13.3,75.7,6.6,35.0,2883.0,0,400125.0
Greenfield,1530.0,4,1.0,1800.0,1946,2.0,1.0,1,1,0,0,6.7,3.15,67.7,4.7,44.5,1320.0,0,35550.0
Cody Rouge,1134.0,4,2.5,4533.0,1953,1.0,2.0,1,1,1,0,5.2,6.57,57.8,3.6,45.7,864.0,0,12000.0
Indian Village,680.0,3,1.5,5752.0,1952,2.0,2.0,1,1,0,0,6.3,12.36,45.7,6.4,37.0,771.0,0,256383.0
Jefferson-Chalmers,1483.0,4,1.5,6490.0,1954,2.0,1.0,0,0,1,1,4.6,18.1,57.3,5.2,54.1,2284.0,0,72761.0
University District,1263.0,4,1.0,4508.0,1931,2.0,0.0,1,1,0,0,5.9,7.74,50.9,4.9,49.7,1348.0,0,106455.0
Jefferson-Chalmers,1202.0,4,1.0,2434.0,1969,1.5,1.0,1,0,0,0,5.3,9.09,66.0,5.1,38.6,1244.0,0,46836.0
Cody Rouge,1275.0,1,1.0,1200.0,1944,2.0,1.0,1,1,0,0,5.3,8.17,94.0,3.3,50.4,3671.0,0,12000.0
Corktown,1237.0,4,2.0,1723.0,1918,1.0,1.0,0,1,1,0,6.4,9.41,51.1,7.3,65.9,3214.0,0,252195.0
Cody Rouge,1302.0,3,2.5,4744.0,1969,1.0,1.0,1,0,1,1,2.3,1.21,89.0,4.6,64.5,1936.0,0,12000.0
East English Village,1580.0,5,1.5,5219.0,1934,2.0,2.0,1,0,0,0,6.3,12.73,71.4,2.7,48.2,1239.0,1,18796.0
Russell Woods,1392.0,5,1.0,4880.0,1926,1.5,0.0,1,1,0,0,6.3,3.47,74.1,4.1,34.4,513.0,1,12000.0
Greenfield,1028.0,3,1.0,6139.0,1970,2.0,0.0,0,1,0,1,5.9,10.82,74.2,3.3,61.5,1133.0,0,12000.0
East English Village,1548.0,3,2.0,5670.0,1963,1.5,0.0,1,0,1,0,4.2,16.24,34.5,4.4,49.4,2393.0,0,44018.0
Indian Village,2026.0,3,1.0,2929.0,1926,1.0,1.0,1,1,0,0,6.1,2.95,37.2,7.9,50.1,696.0,0,445339.0
Warrendale,1093.0,4,2.5,5231.0,1948,1.0,1.0,1,0,0,0,5.9,9.76,60.2,4.6,60.6,1743.0,0,12000.0
Cody Rouge,1061.0,4,1.0,7054.0,1948,1.0,0.0,0,0,0,0,3.2,10.85,68.5,3.0,58.1,3071.0,0,12000.0
Greenfield,1005.0,5,1.5,3477.0,1939,1.0,0.0,0,0,0,0,5.9,16.18,69.2,4.8,31.0,1293.0,0,12000.0
East English Village,1381.0,2,1.5,2963.0,1943,1.0,0.0,1,0,1,0,4.1,2.23,75.4,5.5,65.4,1428.0,0,40092.0
Cody Rouge,1842.0,4,1.5,6021.0,1942,1.5,0.0,1,1,1,0,5.8,13.23,65.1,4.4,56.2,2483.0,0,62862.0
Palmer Woods,1183.0,3,1.0,5765.0,1950,2.0,0.0,0,1,1,1,2.8,9.74,71.4,6.8,42.5,1638.0,0,250885.0
West Village,1387.0,2,1.0,1768.0,1930,2.0,1.0,1,1,0,0,4.4,1.08,64.6,7.6,52.4,1634.0,0,201297.0
Midtown,991.0,3,2.5,4260.0,1931,1.0,2.0,0,1,0,1,7.4,4.94,77.5,7.1,39.2,3033.0,0,170528.0
Chadsey-Condon,1276.0,3,3.0,3853.0,1968,1.5,1.0,0,1,0,0,3.4,7.69,56.9,2.5,62.6,1168.0,0,12000.0
Midtown,1567.0,2,1.0,6773.0,1953,1.5,2.0,1,0,0,0,6.3,10.38,60.8,7.7,56.7,2089.0,0,224610.0
Russell Woods,480.0,4,1.0,7043.0,1963,1.0,0.0,1,1,1,0,4.0,0.5,52.0,5.7,31.9,1122.0,1,12000.0
Corktown,1825.0,4,1.0,3549.0,1930,2.5,2.0,1,1,0,0,6.5,5.47,34.9,4.7,29.9,2625.0,0,286282.0
Russell Woods,1101.0,3,2.0,3977.0,1927,2.5,0.0,1,1,0,0,5.6,8.13,79.7,4.1,52.1,2541.0,0,12000.0
Midtown,942.0,1,1.0,2613.0,1929,1.0,2.0,1,1,0,1,6.0,2.99,66.7,7.3,27.5,1427.0,0,88664.0
Indian Village,847.0,3,1.0,8616.0,1968,2.0,1.0,1,0,0,1,7.6,4.61,60.8,6.6,44.6,1623.0,0,360875.0
Indian Village,826.0,3,2.0,2533.0,1920,2.0,2.0,1,1,1,1,7.0,9.73,50.4,7.9,31.0,1768.0,0,272729.0
Russell Woods,1606.0,4,1.0,5454.0,1911,2.0,0.0,1,1,0,0,6.6,9.83,63.8,4.2,36.2,300.0,0,12000.0
West Village,1178.0,3,1.0,7329.0,1977,2.0,2.0,0,1,0,0,5.8,14.44,71.5,5.3,43.1,2068.0,0,251183.0
Chadsey-Condon,2226.0,3,1.0,4500.0,1945,1.0,1.0,0,1,0,0,6.7,3.03,90.6,3.7,51.4,1392.0,1,40244.0
Bagley,1463.0,3,1.0,4474.0,1946,1.0,0.0,0,1,0,0,7.7,6.41,52.1,4.4,54.6,2442.0,0,109141.0
Lafayette Park,912.0,2,2.5,4443.0,1946,2.0,0.0,1,0,1,1,7.7,12.35,69.5,6.2,58.1,1224.0,0,156750.0
Greenfield,1385.0,3,1.5,3138.0,1935,1.0,0.0,1,1,0,0,4.6,9.26,95.9,3.9,33.8,2434.0,1,12000.0
Grandmont-Rosedale,1438.0,3,1.0,6209.0,1954,1.5,1.0,1,0,0,0,6.5,7.79,72.3,4.5,45.1,2046.0,1,58421.0
University District,1483.0,3,1.0,5802.0,1965,1.0,1.0,0,1,0,1,6.2,9.24,67.1,6.1,38.6,1851.0,0,146444.0
Indian Village,1079.0,3,2.0,5141.0,1977,2.0,1.0,1,1,0,0,5.4,13.69,40.3,6.3,65.8,1010.0,0,204449.0
Bagley,1511.0,1,1.5,3164.0,1917,1.5,0.0,1,1,0,1,5.5,11.04,40.7,3.7,32.8,1282.0,0,32440.0
Brightmoor,2143.0,2,2.0,7389.0,1973,1.0,0.0,1,0,1,0,4.4,13.43,100.0,4.4,58.9,2045.0,1,34784.0
Greenfield,696.0,3,1.0,5315.0,1929,1.0,1.0,1,1,0,1,5.1,12.15,84.2,4.5,5.0,2190.0,0,12000.0
Morningside,1505.0,4,1.5,3836.0,1952,1.0,2.0,0,1,0,0,3.8,9.81,63.8,5.2,55.6,2426.0,0,12000.0
Warrendale,689.0,2,1.5,7014.0,1935,1.0,0.0,0,1,0,0,5.1,12.34,68.1,3.4,60.1,1131.0,0,12000.0
University District,1666.0,3,1.0,7151.0,1932,1.0,2.0,1,1,0,0,5.8,2.85,12.6,5.5,55.6,945.0,0,200834.0
Palmer Woods,1469.0,2,2.0,2866.0,1964,2.0,0.0,1,1,0,0,6.2,3.48,37.0,7.7,78.4,1661.0,0,408757.0
Chadsey-Condon,1235.0,4,2.0,2505.0,1959,1.0,1.0,1,1,1,1,7.2,6.19,93.2,4.8,41.6,2079.0,0,12000.0
Brightmoor,1877.0,3,2.5,4821.0,1930,1.0,0.0,1,1,0,0,7.1,4.27,64.7,4.1,49.0,2387.0,0,52498.0
Grandmont-Rosedale,802.0,3,2.0,7450.0,1966,1.5,1.0,1,0,0,0,5.2,4.3,37.4,6.6,48.9,2101.0,0,38507.0
Palmer Woods,1133.0,3,2.0,7195.0,1946,1.0,0.0,0,1,0,1,4.3,6.92,20.3,8.4,29.2,2392.0,0,413081.0
Cody Rouge,2079.0,3,1.5,5998.0,1930,1.5,,1,1,0,1,,3.51,78.1,,,1669.0,0,77309.0
Boston-Edison,1717.0,2,2.0,4741.0,1951,2.0,0.0,1,1,1,0,5.3,12.99,38.1,5.6,36.6,2387.0,0,272315.0
Warrendale,954.0,4,1.5,3818.0,1916,1.0,0.0,1,1,1,0,4.1,13.97,72.4,4.2,36.0,2704.0,0,12000.0
Boston-Edison,1239.0,3,1.5,5566.0,1970,1.0,1.0,1,1,0,0,5.9,10.04,60.9,7.0,56.2,1232.0,1,185437.0
Jefferson-Chalmers,1962.0,4,1.0,5741.0,1979,1.5,2.0,0,1,0,1,7.6,6.1,43.8,5.5,47.9,1510.0,0,142396.0
Lafayette Park,1880.0,4,1.0,9195.0,1972,1.0,1.0,1,0,0,0,5.2,1.53,43.6,5.2,75.1,2356.0,0,241567.0
University District,480.0,2,2.0,2342.0,1938,2.0,0.0,1,1,1,0,6.5,16.75,41.4,5.6,48.9,2504.0,1,50050.0
Midtown,1362.0,3,2.0,7373.0,1921,2.0,0.0,1,0,0,0,,11.49,38.7,8.3,71.2,2559.0,1,232953.0
Sherwood Forest,1076.0,4,2.0,2515.0,1932,1.0,0.0,1,1,0,0,6.1,5.12,58.7,5.9,35.7,1769.0,0,79433.0
Bagley,861.0,5,2.0,4813.0,1931,2.5,1.0,1,1,0,0,,6.92,48.8,2.9,55.6,1459.0,0,93246.0
Palmer Woods,1529.0,6,1.0,7233.0,1947,1.0,1.0,0,1,0,0,5.9,11.13,82.7,8.0,44.8,1568.0,0,345665.0
Corktown,1729.0,4,1.5,7086.0,1961,2.0,1.0,1,1,1,0,5.5,8.45,29.5,5.1,59.4,965.0,0,331128.0
Chadsey-Condon,889.0,3,2.5,3528.0,1963,1.0,0.0,1,1,0,0,2.8,17.57,81.5,2.6,68.0,1288.0,1,12000.0
Midtown,1839.0,3,1.0,5523.0,1965,2.0,2.0,0,1,0,0,6.6,7.95,60.4,4.6,28.7,1554.0,0,179286.0
Morningside,1437.0,5,2.5,2933.0,1943,1.0,0.0,1,1,0,0,9.2,11.56,67.7,5.9,37.5,1690.0,0,65967.0
Indian Village,552.0,4,1.0,5457.0,1946,2.0,1.0,1,1,0,1,8.1,7.22,50.5,5.3,41.2,933.0,0,220560.0
Midtown,1041.0,4,1.0,3010.0,1950,2.0,0.0,1,1,0,1,6.9,1.82,48.5,5.5,62.3,1963.0,0,133710.0
Midtown,924.0,3,1.5,5040.0,1937,1.0,2.0,1,0,0,0,3.9,13.59,36.7,7.2,36.8,465.0,0,89841.0
Russell Woods,1467.0,4,1.0,4711.0,1941,1.0,2.0,1,1,0,0,5.0,10.31,82.6,4.1,59.2,1354.0,0,12000.0
Indian Village,2191.0,3,1.0,1200.0,1945,1.5,2.0,1,1,0,0,7.3,12.11,48.5,7.5,54.1,2177.0,0,272823.0
Grandmont-Rosedale,1181.0,2,1.5,4267.0,1939,2.0,1.0,1,1,0,0,5.6,6.66,66.0,3.5,47.5,2599.0,0,32071.0
Greenfield,962.0,3,1.5,6474.0,1936,1.5,0.0,1,0,0,0,3.1,10.97,74.9,2.9,57.7,1551.0,0,12000.0
Russell Woods,884.0,2,2.0,4548.0,1979,1.0,0.0,1,0,0,0,3.5,12.96,87.6,2.5,22.5,1349.0,0,12000.0
Chadsey-Condon,1114.0,4,1.5,3417.0,1927,2.0,1.0,1,1,0,0,2.2,9.82,79.3,3.6,58.6,2299.0,0,12000.0
Boston-Edison,1467.0,3,2.0,3822.0,1953,1.0,0.0,1,1,0,0,6.1,20.6,35.7,5.1,47.8,1338.0,1,124856.0
Morningside,1287.0,2,1.0,3575.0,1927,1.0,1.0,1,0,0,1,7.3,11.37,64.5,4.4,85.4,1379.0,0,12000.0
Jefferson-Chalmers,1244.0,3,1.0,3536.0,1966,2.0,0.0,1,1,0,0,6.9,1.45,48.9,4.3,61.3,1669.0,0,62666.0
Sherwood Forest,1646.0,2,1.0,5631.0,1963,1.0,1.0,1,1,0,0,,5.1,53.1,,,998.0,0,150135.0
Morningside,2204.0,2,1.5,4838.0,1917,1.5,0.0,1,0,0,0,5.7,11.62,73.8,4.4,54.5,2965.0,1,70088.0
West Village,1077.0,3,2.0,5918.0,1954,1.0,2.0,1,1,0,0,7.3,5.96,62.0,6.3,48.4,809.0,0,250258.0
Grandmont-Rosedale,1235.0,3,1.0,2462.0,1920,2.0,1.0,1,1,0,0,7.6,9.02,44.9,4.4,40.5,1277.0,1,27399.0
East English Village,865.0,2,1.0,3894.0,1986,1.5,1.0,1,1,1,0,5.7,14.04,53.5,4.0,43.8,2707.0,0,12000.0
Chadsey-Condon,1052.0,4,1.0,7055.0,1977,2.0,0.0,1,1,1,0,3.0,7.95,93.6,2.7,57.7,2027.0,0,12000.0
Palmer Woods,1110.0,2,1.5,5438.0,1951,1.5,0.0,1,1,1,1,6.9,6.12,73.2,7.6,51.6,300.0,0,278259.0
West Village,1139.0,3,1.5,6017.0,1979,1.0,0.0,1,1,0,0,6.2,2.46,36.1,6.1,60.0,1542.0,0,261756.0
West Village,2292.0,3,2.5,7538.0,1941,2.0,,0,1,0,0,,8.02,56.1,,,2409.0,0,348237.0
Jefferson-Chalmers,1714.0,4,2.5,2416.0,1943,1.0,0.0,1,1,1,0,5.7,7.18,50.6,6.3,36.8,2464.0,0,70423.0
Jefferson-Chalmers,506.0,5,2.5,8387.0,1973,1.5,2.0,1,0,1,0,6.6,14.96,86.5,3.8,10.7,2311.0,0,12000.0
Indian Village,1446.0,2,1.0,4807.0,1940,1.0,2.0,1,1,0,0,7.1,5.3,48.9,8.2,54.3,1014.0,0,382603.0
West Village,1147.0,2,1.0,7489.0,1959,1.0,0.0,1,1,0,0,5.5,15.9,55.7,6.9,50.0,806.0,0,108539.0
Lafayette Park,1015.0,3,1.0,5893.0,1951,1.5,0.0,1,1,0,0,7.9,12.1,66.7,6.7,42.1,2091.0,0,99290.0
Chadsey-Condon,1430.0,3,2.0,6053.0,1955,2.0,1.0,0,0,0,0,5.2,7.14,88.6,5.2,42.2,1995.0,0,12000.0
Boston-Edison,1441.0,3,2.0,4683.0,1948,1.5,0.0,1,1,0,0,8.3,12.49,33.9,8.2,41.5,1296.0,0,321537.0
Lafayette Park,1232.0,4,1.0,7917.0,1968,1.5,2.0,1,1,0,0,5.2,5.21,51.9,7.6,63.9,1616.0,0,181636.0
Greenfield,1174.0,4,1.0,4299.0,1950,1.0,0.0,0,0,0,0,5.9,12.72,48.2,3.8,60.7,1874.0,0,12000.0
Greenfield,1388.0,3,2.0,4887.0,1928,2.0,0.0,1,0,0,1,5.9,16.38,91.0,4.8,33.8,2384.0,0,12000.0
Morningside,1137.0,4,1.0,5305.0,1890,1.0,1.0,1,1,0,0,6.3,9.45,94.2,4.6,61.7,1841.0,0,12000.0
Grandmont-Rosedale,1851.0,3,1.5,2552.0,1979,1.0,1.0,1,1,0,0,4.6,8.15,65.7,6.4,46.9,3204.0,0,98446.0
Jefferson-Chalmers,1080.0,4,2.0,7022.0,1933,2.0,1.0,0,1,1,1,6.2,8.59,62.6,5.9,44.2,1539.0,0,76207.0
Bagley,1551.0,2,1.0,2706.0,1951,1.5,1.0,1,1,1,0,4.9,11.68,6.4,4.0,48.7,1405.0,0,85863.0
Bagley,1266.0,3,1.0,4409.0,1965,1.0,1.0,0,1,1,1,4.5,3.91,52.6,5.8,58.8,1493.0,0,89064.0
Lafayette Park,1215.0,2,1.0,7425.0,1961,2.0,1.0,1,1,0,0,6.0,3.81,70.3,7.5,44.1,2276.0,0,165903.0
Warrendale,2437.0,4,1.5,5424.0,1949,2.0,1.0,1,1,0,0,4.7,13.96,56.1,4.7,37.3,1246.0,0,90987.0
Midtown,1253.0,3,2.0,4599.0,1962,2.0,0.0,1,1,1,0,7.0,6.62,53.7,4.7,51.6,2337.0,0,166825.0
Midtown,1945.0,4,1.0,4478.0,1955,1.5,0.0,1,0,0,0,6.8,6.55,56.2,5.3,38.1,2368.0,0,233561.0
Cody Rouge,1443.0,2,1.5,6044.0,1941,2.0,0.0,1,1,1,0,3.2,2.53,88.4,2.6,33.3,1695.0,1,12000.0
West Village,669.0,2,1.5,3168.0,1945,2.0,2.0,1,1,0,0,5.2,10.24,57.4,7.6,33.6,1374.0,0,94344.0
University District,480.0,3,1.0,5225.0,1945,1.0,0.0,1,0,0,1,4.5,11.09,28.4,5.8,53.7,1591.0,0,29175.0
Sherwood Forest,1197.0,1,2.0,4359.0,1965,2.0,1.0,1,1,0,0,5.2,8.32,55.5,6.6,44.5,1483.0,0,80536.0
West Village,480.0,3,1.5,3479.0,1977,2.0,1.0,1,1,0,0,,6.76,24.4,6.4,48.0,1455.0,0,159856.0
Jefferson-Chalmers,1271.0,3,1.5,4778.0,1939,1.0,1.0,0,1,0,1,5.0,8.01,63.3,6.0,49.8,1890.0,0,12000.0
Indian Village,1418.0,4,1.5,4141.0,1950,1.5,1.0,1,0,0,1,8.8,7.67,26.6,6.2,42.2,2220.0,0,295181.0
Greenfield,958.0,2,2.0,3486.0,1950,1.5,2.0,0,0,0,0,5.2,1.77,51.2,3.2,52.9,2285.0,1,12000.0
Grandmont-Rosedale,1422.0,3,1.5,5496.0,1946,2.0,2.0,1,1,0,0,6.1,3.58,59.4,4.2,47.2,1680.0,0,61029.0
Brightmoor,885.0,2,2.0,5366.0,1955,1.0,0.0,1,1,0,0,3.4,6.34,84.5,4.9,30.8,1914.0,0,12000.0
Lafayette Park,1641.0,3,2.0,3062.0,1950,2.0,0.0,1,1,0,0,3.4,8.29,48.3,5.6,32.3,632.0,0,106581.0
Greenfield,1279.0,2,1.0,8341.0,1962,1.5,0.0,1,1,1,0,6.3,13.84,93.5,3.9,52.9,2609.0,0,12000.0
University District,1385.0,2,2.0,5013.0,1931,1.0,1.0,1,1,0,0,3.3,0.5,68.1,6.7,42.7,1886.0,0,146926.0
Cody Rouge,899.0,4,1.5,3269.0,1977,1.0,0.0,0,1,0,0,5.7,15.23,90.3,4.7,28.5,2855.0,0,12000.0
Morningside,1671.0,4,1.5,6203.0,1962,1.0,2.0,1,1,1,0,4.4,7.54,53.5,5.6,59.7,1541.0,0,98053.0
Russell Woods,820.0,2,1.5,4905.0,1965,2.0,0.0,0,1,1,0,4.1,3.18,63.4,3.6,48.7,1632.0,0,12000.0
Warrendale,1402.0,4,1.5,4403.0,1946,1.0,1.0,0,0,0,0,3.5,11.71,91.7,5.0,40.5,493.0,1,12000.0
Sherwood Forest,1435.0,4,1.0,3754.0,1945,1.0,1.0,1,1,0,0,3.7,5.09,37.2,6.7,70.0,2228.0,1,102890.0
Indian Village,633.0,3,1.5,4556.0,1970,2.0,1.0,1,0,0,0,4.3,10.26,47.4,8.9,41.6,2639.0,0,273498.0
Palmer Woods,1184.0,5,1.5,4834.0,1965,2.0,0.0,0,1,1,0,5.7,7.6,54.8,8.7,61.1,412.0,0,393692.0
Grandmont-Rosedale,1867.0,3,1.0,5569.0,1966,1.0,1.0,1,1,0,1,2.6,13.63,63.3,5.9,9.4,1079.0,0,51206.0
Morningside,1103.0,2,1.0,5351.0,1972,1.0,0.0,1,1,0,0,5.1,11.46,55.6,4.9,47.0,1548.0,0,12000.0
University District,937.0,3,2.0,6397.0,1947,1.0,0.0,1,1,1,0,3.3,12.13,71.1,7.3,38.2,1338.0,0,84654.0
Jefferson-Chalmers,1966.0,2,1.0,8453.0,1943,1.0,1.0,1,0,0,0,5.1,4.42,59.8,3.8,70.0,1189.0,0,93335.0
Morningside,1358.0,3,1.0,5046.0,1907,2.5,1.0,1,1,0,1,4.9,20.36,26.8,3.9,51.9,627.0,0,15522.0
Midtown,2108.0,3,1.5,3552.0,1965,2.0,1.0,1,0,1,1,5.4,6.46,50.1,6.5,57.1,2363.0,0,271866.0
Cody Rouge,2127.0,1,1.5,3677.0,1953,1.0,1.0,1,1,0,1,5.6,10.4,69.0,6.0,37.9,1795.0,1,46053.0
Greenfield,1218.0,3,1.0,6949.0,1951,1.0,2.0,0,1,0,0,4.9,9.34,72.7,5.2,38.1,2101.0,0,12000.0
Cody Rouge,535.0,3,1.5,1200.0,1953,1.5,1.0,1,0,1,0,2.8,7.07,79.4,4.5,42.8,2648.0,0,12000.0
West Village,1281.0,3,1.5,8431.0,1956,1.0,0.0,0,0,1,0,4.5,6.52,52.2,7.0,36.2,2948.0,0,155524.0
Brightmoor,1690.0,4,2.5,6663.0,1961,2.5,0.0,1,1,0,0,1.8,6.84,98.9,1.9,59.8,791.0,0,12000.0
Brightmoor,1069.0,2,1.0,6970.0,1935,1.0,1.0,0,0,0,0,3.9,0.5,100.0,3.0,70.0,1253.0,1,12000.0
Palmer Woods,1621.0,3,1.5,3798.0,1944,1.0,1.0,1,1,0,0,9.2,8.91,30.6,7.9,47.2,2070.0,0,440799.0
Corktown,592.0,3,1.0,7357.0,1943,2.0,1.0,1,0,0,1,7.0,5.84,47.6,6.7,61.0,2487.0,0,176980.0
Grandmont-Rosedale,1413.0,3,1.0,2756.0,1906,2.0,2.0,1,1,0,0,6.0,2.94,54.8,5.1,31.7,1583.0,0,43625.0
Indian Village,1218.0,3,1.0,6514.0,1972,2.0,0.0,0,0,0,0,3.7,12.14,67.8,6.7,40.5,2617.0,0,237183.0
Jefferson-Chalmers,1173.0,5,1.0,6988.0,1911,2.0,1.0,1,1,0,0,6.8,8.24,60.4,6.0,51.9,2046.0,0,56517.0
Sherwood Forest,1465.0,3,1.0,3156.0,1929,1.5,2.0,0,0,0,0,4.9,9.8,39.6,5.8,42.6,2274.0,0,69734.0
Cody Rouge,832.0,2,1.5,4387.0,1911,1.0,2.0,0,1,0,0,4.4,10.16,69.8,2.1,44.4,1393.0,0,12000.0
Midtown,1701.0,2,2.5,5126.0,1993,1.0,2.0,1,1,0,0,5.1,12.38,36.1,6.5,35.3,3131.0,0,205477.0
Grandmont-Rosedale,980.0,4,2.0,3671.0,1949,1.5,0.0,0,1,0,0,7.1,5.8,47.7,4.1,23.6,1128.0,0,26773.0
West Village,1232.0,3,1.5,4354.0,1967,1.0,0.0,1,0,0,0,6.3,16.04,64.1,6.7,28.4,1379.0,0,94655.0
Jefferson-Chalmers,1578.0,5,1.0,4048.0,1961,1.0,1.0,1,0,1,0,4.4,9.03,66.0,6.1,54.9,1623.0,0,102752.0
Morningside,1262.0,2,2.5,5369.0,1938,2.0,1.0,1,1,0,0,5.6,0.78,82.9,3.9,50.3,1600.0,0,13900.0
Brightmoor,1141.0,3,1.5,3487.0,1917,1.5,0.0,1,1,0,0,4.7,6.79,85.4,3.0,61.5,2131.0,0,12000.0
Boston-Edison,1468.0,3,1.5,5823.0,1930,1.0,0.0,1,0,0,1,8.1,7.43,60.2,6.6,45.0,1019.0,0,212272.0
East English Village,911.0,4,1.0,6347.0,1917,2.0,2.0,1,1,0,0,5.4,6.26,44.1,6.7,41.3,1086.0,0,12000.0
Lafayette Park,834.0,3,1.0,4400.0,1978,2.0,1.0,1,1,1,1,4.9,15.07,32.3,7.3,47.0,666.0,0,136300.0
Indian Village,1065.0,2,1.5,5368.0,1948,2.0,0.0,1,1,0,1,7.5,13.02,62.5,5.3,56.8,1060.0,0,291062.0
Indian Village,2201.0,3,3.5,6265.0,1945,1.0,2.0,0,1,0,0,6.0,10.8,49.2,5.3,41.8,1238.0,0,410838.0
Palmer Woods,650.0,4,1.0,4945.0,1964,1.5,1.0,1,1,0,1,5.3,0.5,65.2,7.7,57.5,1077.0,0,294312.0
Russell Woods,1096.0,3,1.5,7005.0,1961,2.0,2.0,0,0,0,1,5.5,3.71,45.8,3.2,66.2,1723.0,0,16378.0
Jefferson-Chalmers,824.0,3,1.5,7876.0,1905,2.0,1.0,1,1,0,0,3.5,5.93,50.8,5.1,39.6,1468.0,0,12000.0
Grandmont-Rosedale,802.0,1,1.5,5356.0,1976,2.0,0.0,1,1,0,0,5.4,15.29,49.1,2.5,30.4,1448.0,1,12000.0
